1660	Orchard Press	\N
1667	Farrar, Straus and Young	140019
1676	Dragon Press	\N
1677	Humanities Press	138470
1679	Groundwood Books	145764
1688	zero-g press	\N
1689	Wormhole Books	\N
1691	iUniverse	179250
1694	Miller Freeman	\N
1695	Penguin Studio	\N
1698	QPB UK	\N
1700	DAME Publishing	\N
1704	Calyx Books	\N
1709	Oriflamme Publishing	\N
1715	Wooster Book Company	\N
1717	Bonomo	\N
1721	Arch Grove Press	\N
1722	Hayakawa Shob&#333;	147371
1723	John C. Winston Co.	\N
1725	Cronos (Spain)	\N
1726	Fanucci Editore	279910
1727	Crypt of Cthulhu	\N
1728	iPublish.com	357659
1729	The British Library	\N
1730	G. K. Hall & Co.	\N
1734	Academy Chicago	\N
1735	Denoël	140942
1743	Moody Press	\N
1744	Simon Spotlight	\N
1746	Cambrian Publications	\N
1750	Broadman Press	\N
1755	Voyager Australia	\N
1761	The Richards Press	144236
1766	McFarland & Company	\N
1769	Knights Press	\N
1770	North Atlantic Books	\N
1772	Beacon Press	\N
1776	Bereshith Publishing	\N
1777	Yellowstone Press	\N
1779	Mills & Boon / Harlequin	199458
1783	Malvern	\N
1784	Seuil	306791
1785	Lemeac, Ottawa	\N
1788	Bilbao (Spain): Albia	\N
1789	L'Atalante	144063
1793	Le Passeur	\N
1797	Jeremy P. Tarcher	\N
1798	Swift	\N
1801	Writers Club Press	278893
1803	Shambhala Publications	250521
1808	T. Werner Laurie	204339
1812	Parables	\N
1816	DLM	\N
1822	Presses Pocket	144073
1823	Duke University Press	360017
1824	StarsEnd Creations	\N
1826	RealiCorp	\N
1827	Librairie Nouvelle	360023
1831	Mnémos	\N
1832	Jean Goujon	144068
1835	U. M. Press	\N
1836	Lawrence Hill Books	362337
1837	Sirius Fiction	442558
1840	Basic Books	\N
1841	Ansty	\N
1842	Rodmell Press	\N
1844	Wordcraft of Oregon	\N
1848	Playboy Paperbacks	139602
1849	GuildAmerica Books / SFBC	\N
1854	Speller	\N
1861	Heidelberg Publishers	146746
1862	Carcosa	140064
1863	Nan'un-do (Japan)	147378
1864	Serconia Press	\N
1869	The Beechhurst Press	\N
1870	Quick Glimpse Press	\N
1873	Zeon Books	\N
1880	Creatures at Large	\N
1881	Dennis McMillan	\N
1883	Warner Vision	\N
1884	Fourth Estate	142855
1885	Pariah Books	\N
1892	Voyager / HBJ	\N
1894	Magicon	\N
1895	Salem Press	\N
1896	Futura Overseas	\N
1899	Lost Coast Press	\N
1900	HarperEntertainment	\N
1906	MZB Literary Works Trust	\N
1907	James R. Osgood and Co.	138747
1908	Tauchnitz	305335
1909	Harcourt, Brace & World	\N
1910	Fantasy Publications	143102
1911	Herbert S. Stone & Co.	\N
1912	Haffner Press	\N
1913	Jade	\N
1919	Greenhill Books	145696
1924	Dillon Gemstone	\N
1925	Rune Press	\N
1927	Pomegranate	\N
1928	Sam: Johnson's	\N
1929	Small Beer Press	250445
1932	Harvest / HBJ	\N
1933	Pandora	\N
1935	John Lane	\N
